titre,entreprise,contrat,localisation,lien,date_scraping,source
Data Scientist: Technical Pricing (F/H),Axa,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/axa/jobs/data-scientist-technical-pricing-f-h_suresnes_AXA_PDR1ogl,2026-02-10,WTTJ
"Data Scientist (Market Intelligence) - Internship, Paris",Spinergie,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/spinergie/jobs/data-scientist-market-intelligence-internship-paris_paris_SPINE_po5VYqb,2026-02-10,WTTJ
Stage de fin d’études Consultant(e) Data Scientist / Recherche Opérationnelle,Siaxperience,Stage,Paris,https://www.welcometothejungle.com/fr/companies/siaxperience/jobs/stage-de-fin-d-etudes-consultant-data-scientist-recherche-operationnelle_paris_SIA_D5KDX0X,2026-02-10,WTTJ
Stage de fin d'étude - Consultant(e) Data Science - Marketing & Stratégie,Siaxperience,Stage,Paris,https://www.welcometothejungle.com/fr/companies/siaxperience/jobs/stage-de-fin-d-etude-consultant-data-science-marketing-strategie_paris,2026-02-10,WTTJ
Consultant(e) Data Scientist / Recherche Opérationnelle,Siaxperience,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/siaxperience/jobs/consultant-data-scientist-recherche-operationnelle_paris_SIA_NXlqwQ1,2026-02-10,WTTJ
R&D Data Scientist - Intern,Descartesunderwriting,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/descartesunderwriting/jobs/r-d-data-scientist-intern_paris_DU_m8dggwA,2026-02-10,WTTJ
Data Scientist - Intern,Descartesunderwriting,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/descartesunderwriting/jobs/data-scientist-intern_paris,2026-02-10,WTTJ
Alternant / Stagiaire Data & IA H/F,Wevioo,Alternant,Paris,https://www.welcometothejungle.com/fr/companies/wevioo/jobs/alternant-data-ia-h-f_paris,2026-02-10,WTTJ
Data Scientist (F/H),Axa,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/axa/jobs/data-scientist-f-h_nanterre_AXA_j58qOM6,2026-02-10,WTTJ
Data Scientist – Practice IA chez MARGO,Margo,Projets Marketing & Optimisation,Paris,https://www.welcometothejungle.com/fr/companies/margo/jobs/data-scientist-practice-ia-chez-margo-projets-marketing-optimisation_paris,2026-02-10,WTTJ
DATA SCIENTIST,Ministere Des Armees Fr,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/ministere-des-armees-fr/jobs/data-scientist_paris,2026-02-10,WTTJ
Data Scientist Bureau d'Etudes Support et Services F/H,Safran Aircraft Engines,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/safran-aircraft-engines/jobs/data-scientist-bureau-d-etudes-support-et-services-f-h_montereau-sur-le-jard,2026-02-10,WTTJ
DATA ANALYST/SCIENTIST,Lineup 7,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/lineup-7/jobs/data-analyst-scientist_paris,2026-02-10,WTTJ
Consultant Data Analyst / Scientist - Stage FE (H-F),Arcane,Stage,Paris,https://www.welcometothejungle.com/fr/companies/arcane/jobs/consultant-data-analyst-scientist-stage-fe-h-f_paris_ARCAN_6lqKbP7,2026-02-10,WTTJ
DATA SCIENTIST - H/F,Banque De France,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/banque-de-france/jobs/data-scientist-h-f_paris-1er-arrondissement_BDF_V7DPG9,2026-02-10,WTTJ
DATA SCIENTIST DIGITALISATION DES PROCESSUS LCB-FT - H/F,Banque De France,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/banque-de-france/jobs/data-scientist-digitalisation-des-processus-lcb-ft-h-f_paris-1er-arrondissement,2026-02-10,WTTJ
Expert Transformation Data et IA F/H,Jcdecaux,Non précisé,France,https://www.welcometothejungle.com/fr/companies/jcdecaux/jobs/expert-transformation-data-et-ia-f-h_neuilly-sur-seine,2026-02-10,WTTJ
Stage - 6 mois - Data scientist F/H,Natixis,Stage,Paris,https://www.welcometothejungle.com/fr/companies/natixis/jobs/stage-6-mois-data-scientist-f-h_paris_NATIX_2OO5m0P,2026-02-10,WTTJ
Data Scientist H/F,Pmu,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/pmu/jobs/data-scientist-h-f_paris_PMU_rGGrgAZ,2026-02-10,WTTJ
Data Scientist - AI Marketplace Platform,Mirakl,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mirakl/jobs/data-scientist-ai-marketplace-platform_paris_MIRAK_o6d0KgL,2026-02-10,WTTJ
Data Scientist - AI Marketplace Platform,Mirakl,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mirakl/jobs/data-scientist-ai-marketplace-platform_paris,2026-02-10,WTTJ
Data Scientist - AI Marketplace Platform,Mirakl,Non précisé,Bordeaux,https://www.welcometothejungle.com/fr/companies/mirakl/jobs/data-scientist-ai-marketplace-platform_bordeaux,2026-02-10,WTTJ
Senior Data Scientist (at Kamino Retail),Equativ,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/equativ/jobs/senior-data-scientist-at-kamino-retail_paris,2026-02-10,WTTJ
Data Scientist (H/F) - CDI,Unibail Rodamco Westfield Fr,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/unibail-rodamco-westfield-fr/jobs/data-scientist-h-f-cdi_paris,2026-02-10,WTTJ
Lead Data Scientist Confirmé/e ou Sénior,Bial X,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/bial-x/jobs/lead-data-scientist-confirme-e-ou-senior,2026-02-10,WTTJ
Datascientist Confirmé Energie,Bial X,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/bial-x/jobs/datascientist-confirme-energie_limonest_BIALX_rdewRl9,2026-02-10,WTTJ
Stage (H/F) - Data Analyst/Scientist,Greenyellow,Stage,Puteaux,https://www.welcometothejungle.com/fr/companies/greenyellow/jobs/stage-h-f-data-analyst-scientist_puteaux,2026-02-10,WTTJ
DATA SCIENTIST - H/F,Banque De France,Non précisé,France,https://www.welcometothejungle.com/fr/companies/banque-de-france/jobs/data-scientist-h-f_la-courneuve,2026-02-10,WTTJ
Data Scientist confirmé ou senior F/H,Artelys,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/artelys/jobs/data-scientist-confirme-ou-senior-f-h_paris_ARTEL_5dY0llM,2026-02-10,WTTJ
Consultant Data Scientist Senior (IA / IA Générative) - H/F - CDI,Talan,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/talan/jobs/consultant-data-scientist-senior-ia-ia-generative-h-f-cdi_paris,2026-02-10,WTTJ
Data Scientist Référent & Expert Intelligence Artificielle,Societe Generale Assurances,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/societe-generale-assurances/jobs/data-scientist-referent-expert-intelligence-artificielle_courbevoie,2026-02-10,WTTJ
"Data Scientist / Analyst / Engineer Finance, Risque et Performance (H/F) – CDI – Paris",Quadratic Fr,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/quadratic-fr/jobs/data-scientist-finance-risque-et-performance-h-f-cdi-paris_paris,2026-02-10,WTTJ
Data Scientist,Blablacar,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/blablacar/jobs/data-scientist_paris_BLABL_wYLkRqZ,2026-02-10,WTTJ
EXPERT IA & DATA SCIENCE - VALORISATION D'ACTIFS & RISQUES DE POLITIQUE MONETAIRE - H/F,Banque De France,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/banque-de-france/jobs/expert-ia-data-science-valorisation-d-actifs-risques-de-politique-monetaire-h-f_paris-1er-arrondissement,2026-02-10,WTTJ
Data Engineer - Data Scientist,Metroscope,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/metroscope/jobs/data-engineer_paris_METRO_DrOqN30,2026-02-10,WTTJ
DATA SCIENTIST H/F,Cnp Assurances,Non précisé,France,https://www.welcometothejungle.com/fr/companies/cnp-assurances/jobs/data-scientist-h-f_issy-les-moulineaux_CA_Vzmrp69,2026-02-10,WTTJ
DATA SCIENTIST H/F,Cnp Assurances,Non précisé,France,https://www.welcometothejungle.com/fr/companies/cnp-assurances/jobs/data-scientist-h-f_issy-les-moulineaux_CA_WJqdXkz,2026-02-10,WTTJ
STAGE - Data Scientist pour la propriété intellectuelle - F/H,Thales,Stage,Toulouse,https://www.welcometothejungle.com/fr/companies/thales/jobs/stage-data-scientist-pour-la-propriete-intellectuelle-f-h_toulouse,2026-02-10,WTTJ
Data Scientist / Analyse Senior (H/F) - CDI - Paris,Quadratic Fr,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/quadratic-fr/jobs/consultant-data-scientist-analyst-senior_paris,2026-02-10,WTTJ
Data Scientist,Locala,Non précisé,Marseille,https://www.welcometothejungle.com/fr/companies/locala/jobs/data-scientist_marseille_LOCAL_z7VgzA2,2026-02-10,WTTJ
DATA SCIENTIST,Ministere Des Armees Fr,Non précisé,La Défense,https://www.welcometothejungle.com/fr/companies/ministere-des-armees-fr/jobs/data-scientist_malakoff,2026-02-10,WTTJ
Data Scientist - Internship,Cure51,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/cure51/jobs/data-scientist-intern_paris_CURE5_k9QlpLz,2026-02-10,WTTJ
Senior Data Scientist - CDI,Descartesunderwriting,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/descartesunderwriting/jobs/senior-underwriter-cdi_paris,2026-02-10,WTTJ
Stagiaire Data Analyst / Scientist,Powerz,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/powerz/jobs/stagiaire-data-analyst-scientist_paris,2026-02-10,WTTJ
Stage - Data Scientist - H/F,Bnp Paribas,Stage,Paris,https://www.welcometothejungle.com/fr/companies/bnp-paribas/jobs/stage-data-scientist-h-f_paris_BP_m9KQeRq,2026-02-10,WTTJ
Ingénieur Data Scientist DataIku F/H,Thales,Non précisé,France,https://www.welcometothejungle.com/fr/companies/thales/jobs/ingenieur-data-scientist-dataiku-f-h_brest,2026-02-10,WTTJ
HCARTEC-GES-FDP-DATA SCIENTIST,Ministere Des Armees Fr,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/ministere-des-armees-fr/jobs/hcartec-ges-fdp-data-scientist_paris,2026-02-10,WTTJ
Senior Data Scientist (F/H) - Audit Interne CIB,Natixis,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/natixis/jobs/senior-data-scientist-f-h-audit-interne-cib_paris_NATIX_N92zJl3,2026-02-10,WTTJ
Data Scientist,Illuin Tech,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/illuin-tech/jobs/data-scientist_la-defense,2026-02-10,WTTJ
Data Scientist,Ministere De L Interieur,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/ministere-de-l-interieur/jobs/data-scientist_issy-les-moulineaux,2026-02-10,WTTJ
Data Scientist Crédit International H/F,Groupe Credit Agricole,Non précisé,Massy,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/data-scientist-credit-international-h-f_massy,2026-02-10,WTTJ
Data Scientist H/F,Groupe Credit Agricole,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/data-scientist-h-f_roubaix,2026-02-10,WTTJ
Data scientist risk (R3C) H/F,Groupe Credit Agricole,Non précisé,Massy,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/data-scientist-risk-r3c-h-f_massy,2026-02-10,WTTJ
Inspecteur DATA SCIENTIST / Coordination Internationale H/F,Groupe Credit Agricole,Non précisé,Massy,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/inspecteur-data-scientist-coordination-internationale-h-f_massy,2026-02-10,WTTJ
Lead Data Scientist H/F,Expleo,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/expleo/jobs/lead-data-scientist-h-f_montigny-le-bretonneux_EXPLE_Gb4M8Ry,2026-02-10,WTTJ
Lead Data Scientist H/F,Expleo,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/expleo/jobs/lead-data-scientist-h-f_montigny-le-bretonneux,2026-02-10,WTTJ
Freelance Data Scientist - AI Marketplace Platform,Mirakl,Freelance,Paris,https://www.welcometothejungle.com/fr/companies/mirakl/jobs/freelance-data-scientist-ai-marketplace-platform_paris_MIRAK_R7Mybqp,2026-02-10,WTTJ
Freelance Data Scientist - AI Marketplace Platform,Mirakl,Freelance,Bordeaux,https://www.welcometothejungle.com/fr/companies/mirakl/jobs/freelance-data-scientist-ai-marketplace-platform_bordeaux,2026-02-10,WTTJ
Freelance Data Scientist - AI Marketplace Platform,Mirakl,Freelance,Paris,https://www.welcometothejungle.com/fr/companies/mirakl/jobs/freelance-data-scientist-ai-marketplace-platform_paris,2026-02-10,WTTJ
Data Scientist Junior,Beamy,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/beamy/jobs/data-scientist-junior_paris,2026-02-10,WTTJ
[SFR] Stagiaire (h/f) - Data Scientist,Altice France,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/altice-france/jobs/sfr-stagiaire-h-f-data-scientist_paris_SAF_Zg2JRky,2026-02-10,WTTJ
Data Scientist,Informatique Aux Finances Publiques,Non précisé,Toulouse,https://www.welcometothejungle.com/fr/companies/informatique-aux-finances-publiques/jobs/data-scientist,2026-02-10,WTTJ
ANALYSTES DATA SCIENCE ET STATISTIQUES - H/F,Banque De France,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/banque-de-france/jobs/analystes-data-science-et-statistiques-h-f_paris-9e-arrondissement,2026-02-10,WTTJ
Senior Data Scientist,Brightheart,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/brightheart/jobs/senior-data-scientist_paris,2026-02-10,WTTJ
Consultant.e en Data / IA,Artik Consulting,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/artik-consulting/jobs/consultant-e-en-data-ia_issy-les-moulineaux,2026-02-10,WTTJ
DBI - CDI - CONSULTING DIRECTOR - DATA SCIENCE & IA - H/F,Havas Sa,Cdi,Puteaux,https://www.welcometothejungle.com/fr/companies/havas-sa/jobs/havas-dbi-cdi-data-consulting-manager-h-f_puteaux,2026-02-10,WTTJ
Stage - Data Scientist Junior F/H - Charenton le Pont,Groupe Bpce,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/groupe-bpce/jobs/stage-data-scientist-junior-f-h-charenton-le-pont_charenton-le-pont,2026-02-10,WTTJ
Senior Data Scientist (Marketing) (m/f/d),Artefact,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/artefact/jobs/senior-data-scientist-marketing-m-f-d_paris,2026-02-10,WTTJ
Data Scientist IA  H/F,Open,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/open/jobs/data-scientist-ia-h-f_villeurbanne,2026-02-10,WTTJ
Lead AI and Data Science,Pigment,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/pigment/jobs/senior-lead-of-ai-data-science_paris,2026-02-10,WTTJ
Stage - 6 mois - Analyste Quantitatif / Data Scientist F/H,Natixis,Stage,Paris,https://www.welcometothejungle.com/fr/companies/natixis/jobs/stage-6-mois-analyste-quantitatif-data-scientist-f-h_paris_NATIX_mdRzM3a,2026-02-10,WTTJ
Stage - 6 mois - Data scientist F/H,Natixis,Stage,Paris,https://www.welcometothejungle.com/fr/companies/natixis/jobs/stage-6-mois-data-scientist-f-h_paris_NATIX_6RXMRkJ,2026-02-10,WTTJ
Data Scientist intern,Karmen,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/karmen/jobs/data-scientist-intern_paris_KARME_1OKQ038,2026-02-10,WTTJ
"AI Scientist - Paris, London (Internship Phd)",Mistral Ai,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mistral-ai/jobs/ai-scientist-paris-internship-phd_paris,2026-02-10,WTTJ
Senior Data Scientist - Computer Vision,Vizzia,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/vizzia/jobs/senior-data-scientist-computer-vision_paris,2026-02-10,WTTJ
Lead Data Scientist et MLOPS H/F,Groupe Credit Agricole,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/lead-data-scientist-et-mlops-h-f_villejuif,2026-02-10,WTTJ
Stage 2026 - Data Science et Machine Learning/AI practitionner - Sujet : Foundation models for tabular data (H/F/N),Ekimetrics,Stage,Paris,https://www.welcometothejungle.com/fr/companies/ekimetrics/jobs/stage-2025-data-science-et-machine-learning-ai-practitionner-sujet-foundation-models-for-tabular-data-h-f-n_paris,2026-02-10,WTTJ
R&D DATA & BIOSTATISTICS SCIENTIST - H/F,Lesaffre,Non précisé,France,https://www.welcometothejungle.com/fr/companies/lesaffre/jobs/r-d-data-biostatistics-scientist-h-f_marcq-en-baroeul,2026-02-10,WTTJ
STAGE - Data Scientist - Computer Vision,Altametris,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/altametris/jobs/stage-developpement-d-un-modele-de-detection-d-objets-3d-dans-les-nuages-de-points_saint-denis,2026-02-10,WTTJ
Stage IA/Data science,Lemon Learning,Stage,Paris,https://www.welcometothejungle.com/fr/companies/lemon-learning/jobs/stage-ia-datascience-engineer_paris,2026-02-10,WTTJ
Consultant Data & IA H/F,Open,Non précisé,Levallois,https://www.welcometothejungle.com/fr/companies/open/jobs/consultant-data-ia-h-f_levallois-perret_OPEN_3p7Ml2,2026-02-10,WTTJ
AI Scientist - Paris/London - Onsite or Hybrid or Remote,Mistral Ai,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mistral-ai/jobs/ai-scientist-paris-london_paris,2026-02-10,WTTJ
Data Scientist KYC H/F,Groupe Credit Agricole,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/groupe-credit-agricole/jobs/data-scientist-kyc-h-f_montrouge,2026-02-10,WTTJ
Stage - 6 mois - Data Scientist en évaluation des risques F/H,Natixis,Stage,Paris,https://www.welcometothejungle.com/fr/companies/natixis/jobs/stage-6-mois-data-scientist-en-evaluation-des-risques-f-h_paris_NATIX_38VXN1j,2026-02-10,WTTJ
Ingénieur-e DataScientist - Statisticien-ne F/H,Safran Aircraft Engines,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/safran-aircraft-engines/jobs/ingenieur-e-datascientist-statisticien-ne-f-h_colombes,2026-02-10,WTTJ
Senior Solutions Data Scientist,Dataiku,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/dataiku/jobs/senior-solutions-data-scientist_paris_DATAI_56R1wGL,2026-02-10,WTTJ
Senior Data Scientist (W/M),Lesaffre,Non précisé,France,https://www.welcometothejungle.com/fr/companies/lesaffre/jobs/senior-data-scientist-w-m_marcq-en-baroeul,2026-02-10,WTTJ
Senior AI Scientist,Pigment,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/pigment/jobs/senior-data-scientist-generative-ai-nlp-specialist_paris,2026-02-10,WTTJ
Data Manager & Scientist,L Oreal,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/l-oreal/jobs/data-manager-scientist_aulnay-sous-bois,2026-02-10,WTTJ
AI Engineer / Scientist confirmé F/H,Deloitte,Non précisé,Lyon,https://www.welcometothejungle.com/fr/companies/deloitte/jobs/ai-engineer-scientist-confirme-f-h_lyon,2026-02-10,WTTJ
AI Scientist - Audio,Mistral Ai,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mistral-ai/jobs/ai-scientist-audio_paris,2026-02-10,WTTJ
Senior Deep Learning Scientist (H/F),Safran Ai,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/safran-ai/jobs/senior-deep-learning-scientist-h-f_paris,2026-02-10,WTTJ
AI Scientist - Robotics,Mistral Ai,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mistral-ai/jobs/ai-scientist-robotics_paris,2026-02-10,WTTJ
Data Analyst / Intelligence Artificielle,Datascientest,Alternance (H/F),Télétravail,https://www.welcometothejungle.com/fr/companies/datascientest/jobs/data-analyst-intelligence-artificielle-alternance-h-f_puteaux,2026-02-10,WTTJ
Product Manager Data & IA (F/H),Wefiit,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/wefiit/jobs/product-manager-data-ia-f-h_paris,2026-02-10,WTTJ
Consultant.e - Data Product Manager,Wigroup,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/wigroup/jobs/data-product-manager_paris,2026-02-10,WTTJ
Product Owner / Product Manager Data (H/F),Monsieur Guiz,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/monsieur-guiz/jobs/product-manager-data-h-f_paris,2026-02-10,WTTJ
Data engineer confirmé,Capgemini,Non précisé,Grenoble,https://www.welcometothejungle.com/fr/companies/capgemini/jobs/data-engineer-confirme_grenoble_CAPGE_MbqywON,2026-02-10,WTTJ
Product Manager Data IA H/F,Hellowork,Non précisé,Rennes,https://www.welcometothejungle.com/fr/companies/hellowork/jobs/product-manager-data-ia-h-f_rennes,2026-02-10,WTTJ
Data Engineer,Karmen,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/karmen/jobs/data-engineer_paris_KARME_W6qRgzV,2026-02-10,WTTJ
Marketing & Data Strategy - Consultant,Jakala,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/jakala/jobs/digital-data-strategy-consultant_paris_JFS_rYYZ62R,2026-02-10,WTTJ
Geospatial Data Engineer,Axa Climate,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/axa-climate/jobs/geospatial-data-engineer_paris,2026-02-10,WTTJ
Scientist - Analytical Chemist,Lesaffre,Non précisé,France,https://www.welcometothejungle.com/fr/companies/lesaffre/jobs/scientist-analytical-chemist_marcq-en-baroeul,2026-02-10,WTTJ
Metabolomics Scientist (W/M),Lesaffre,Non précisé,France,https://www.welcometothejungle.com/fr/companies/lesaffre/jobs/metabolomics-scientist-w-m_marcq-en-baroeul,2026-02-10,WTTJ
Consultant Datascientist - Risques de Crédit & Climatiques (H/F),Square Management,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/square-management/jobs/consultant-datascientist-risques-de-credit-climatiques-h-f_neuilly-sur-seine_SM_2dL0Yd5,2026-02-10,WTTJ
Deep Learning on accumulated LiDAR PointCloud - Internship Toulouse,Easymile,Non précisé,Toulouse,https://www.welcometothejungle.com/fr/companies/easymile/jobs/deep-learning-on-accumulated-lidar-pointcloud-internship-toulouse_toulouse,2026-02-10,WTTJ
Expert Dataiku H/F/NB,Keyrus,Non précisé,Bordeaux,https://www.welcometothejungle.com/fr/companies/keyrus/jobs/expert-dataiku-h-f-nb_bordeaux_KEYRU_PRd7a7,2026-02-10,WTTJ
STAGE OUVRIER DECOUVERTE DES TP 46 F/H,Vinci Construction Fr,Stage,France,https://www.welcometothejungle.com/fr/companies/vinci-construction-fr/jobs/stage-ouvrier-decouverte-des-tp-46-f-h_nanterre,2026-02-10,WTTJ
STAGE OUVRIER DECOUVERTE DES TP 81 F/H,Vinci Construction Fr,Stage,France,https://www.welcometothejungle.com/fr/companies/vinci-construction-fr/jobs/stage-ouvrier-decouverte-des-tp-81-f-h_nanterre_VC_W6myx7r,2026-02-10,WTTJ
STAGE OUVRIER DECOUVERTE DES TP 47 F/H,Vinci Construction Fr,Stage,France,https://www.welcometothejungle.com/fr/companies/vinci-construction-fr/jobs/stage-ouvrier-decouverte-des-tp-47-f-h_nanterre,2026-02-10,WTTJ
STAGE OUVRIER DECOUVERTE DES TP 82 F/H,Vinci Construction Fr,Stage,France,https://www.welcometothejungle.com/fr/companies/vinci-construction-fr/jobs/stage-ouvrier-decouverte-des-tp-82-f-h_nanterre,2026-02-10,WTTJ
STAGE OUVRIER DECOUVERTE DES TP 17 F/H,Vinci Construction Fr,Stage,France,https://www.welcometothejungle.com/fr/companies/vinci-construction-fr/jobs/stage-ouvrier-decouverte-des-tp-17-f-h_nanterre,2026-02-10,WTTJ
STAGE OUVRIER DECOUVERTE DES TP 79 F/H,Vinci Construction Fr,Stage,France,https://www.welcometothejungle.com/fr/companies/vinci-construction-fr/jobs/stage-ouvrier-decouverte-des-tp-79-f-h_nanterre_VC_kzpxb3,2026-02-10,WTTJ
STAGE OUVRIER DECOUVERTE DES TP 19 F/H,Vinci Construction Fr,Stage,France,https://www.welcometothejungle.com/fr/companies/vinci-construction-fr/jobs/stage-ouvrier-decouverte-des-tp-19-f-h_nanterre_VC_bJaOrgW,2026-02-10,WTTJ
STAGE OUVRIER DECOUVERTE DES TP 16 F/H,Vinci Construction Fr,Stage,France,https://www.welcometothejungle.com/fr/companies/vinci-construction-fr/jobs/stage-ouvrier-decouverte-des-tp-16-f-h_nanterre,2026-02-10,WTTJ
Expert Dataiku H/F/NB,Keyrus,Non précisé,Levallois,https://www.welcometothejungle.com/fr/companies/keyrus/jobs/expert-dataiku-h-f-nb_levallois-perret,2026-02-10,WTTJ
DSI France,Colliers France,Non précisé,Levallois,https://www.welcometothejungle.com/fr/companies/colliers-france/jobs/dsi-france_levallois-perret,2026-02-10,WTTJ
Stage : Modèle de Fondation Multi-Capteurs pour la Santé - (H/F),Withings,Stage,Télétravail,https://www.welcometothejungle.com/fr/companies/withings/jobs/stage-modele-de-fondation-multi-capteurs-pour-la-sante-h-f_issy-les-moulineaux,2026-02-10,WTTJ
Expert Technique Dataiku F/H,Safran Aircraft Engines,Non précisé,Bordeaux,https://www.welcometothejungle.com/fr/companies/safran-aircraft-engines/jobs/tech-lead-data-science-f-h_bordeaux,2026-02-10,WTTJ
Future AI Global leaders - Applied Science,Mistral Ai,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/mistral-ai/jobs/future-ai-global-leaders-applied-science_paris,2026-02-10,WTTJ
