titre,entreprise,contrat,localisation,lien,date_scraping,source
Chef(fe) d'équipe du datalab H/F,Viginum,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/viginum/jobs/chef-fe-d-equipe-du-datalab-h-f_paris,2026-02-10,WTTJ
AI Engineer,Hubvisory,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/hubvisory/jobs/ai-engineer_paris,2026-02-10,WTTJ
Assistant de recherche (H/F),L Espi,Non précisé,Levallois,https://www.welcometothejungle.com/fr/companies/l-espi/jobs/assistant-de-recherche-h-f_levallois-perret,2026-02-10,WTTJ
Responsable secteur Contrôle des Matières Nucléaires F/H,Orano,Non précisé,France,https://www.welcometothejungle.com/fr/companies/orano/jobs/responsable-secteur-controle-des-matieres-nucleaires-f-h_pierrelatte_ORANO_Pr1OMYl,2026-02-10,WTTJ
Geographic Information System (GIS) - Climate Science Expert H/F,Suez,Non précisé,France,https://www.welcometothejungle.com/fr/companies/suez/jobs/geographic-information-system-gis-climate-science-expert-h-f_nanterre,2026-02-10,WTTJ
Consultant Senior - Énergie & Environnement (F/H),Vertone,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/vertone/jobs/consultant-senior-energie-environnement-f-h_paris,2026-02-10,WTTJ
Climate Risk Consultant - Internship,Axa Climate,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/axa-climate/jobs/climate-risk-consultant-internship_paris_AC_V3wPrRx,2026-02-10,WTTJ
Chercheur ou Chercheuse post-doctorant.e F/H H/F,Sciences Po,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/sciences-po/jobs/chercheur-ou-chercheuse-post-doctorant-e-f-h-h-f_paris,2026-02-10,WTTJ
CDI - GenAI Engineer (Paris),Matera,Cdi,Paris,https://www.welcometothejungle.com/fr/companies/matera/jobs/cdi-genai-engineer-paris_paris,2026-02-10,WTTJ
Consultant.e Machine Learning engineer Senior,Kanbios,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/kanbios/jobs/consultant-e-machine-learning-engineer-confirme-e_paris,2026-02-10,WTTJ
Confirmed GenAI Engineer,Craft Ai,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/craft-ai/jobs/confirmed-data-scientist_paris,2026-02-10,WTTJ
Un.e Product Builder IA ou PM IA,Yeita,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/yeita/jobs/un-e-product-builder-ia-ou-pm-ia_paris,2026-02-10,WTTJ
Senior Product Manager Skills - CDI - Lyon,365Talents,Cdi,Lyon,https://www.welcometothejungle.com/fr/companies/365talents/jobs/senior-product-manager-skills-cdi-lyon_lyon,2026-02-10,WTTJ
Senior Product Manager,Dotfile,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/dotfile/jobs/senior-product-manager_paris,2026-02-10,WTTJ
Product Designer IA (H/F),Monsieur Guiz,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/monsieur-guiz/jobs/product-designer-ia-h-f_paris,2026-02-10,WTTJ
Product Manager Consultant – Financial Services,Kanbios,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/kanbios/jobs/consultant-product-manager-services-financiers_paris,2026-02-10,WTTJ
Senior Consultant - Financial Services,Kanbios,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/kanbios/jobs/consultant-senior-digital-product-banque-assurance_paris,2026-02-10,WTTJ
Product Owner / Product Manager IA (H/F),Monsieur Guiz,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/monsieur-guiz/jobs/product-owner-ia-h-f_paris,2026-02-10,WTTJ
Manager - Stratégie et modèle d'entreprise,Capgemini Invent,Non précisé,Télétravail,https://www.welcometothejungle.com/fr/companies/capgemini-invent/jobs/manager-strategie-et-modele-d-entreprise_issy-les-moulineaux_CI_KWLdYjN,2026-02-10,WTTJ
Alternance Ingénieur logiciel front-end (F/H),Frog,Alternance,Montpellier,https://www.welcometothejungle.com/fr/companies/frog/jobs/alternance-ingenieur-logiciel-front-end-f-h,2026-02-10,WTTJ
Développeur Fullstack JS|Python (F/H),Frog,Non précisé,Montpellier,https://www.welcometothejungle.com/fr/companies/frog/jobs/developpeur-fullstack-js-python-f-h,2026-02-10,WTTJ
Stagiaire Motion Designer – Paris,Frog,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/frog/jobs/stagiaire-motion-designer-paris_issy-les-moulineaux,2026-02-10,WTTJ
Stage Planning Stratégique  – Paris,Frog,Stage,Paris,https://www.welcometothejungle.com/fr/companies/frog/jobs/stage-planning-strategique-paris_issy-les-moulineaux,2026-02-10,WTTJ
Analyst Developer H/F,Infolegale,Non précisé,Lyon,https://www.welcometothejungle.com/fr/companies/infolegale/jobs/analyst-developer-h-f_lyon,2026-02-10,WTTJ
QA IA (Quality Assurance IA / AI Test Engineer),Skapa,Non précisé,Paris,https://www.welcometothejungle.com/fr/companies/skapa/jobs/qa-ia-quality-assurance-ia-ai-test-engineer_paris,2026-02-10,WTTJ
Data Scientist F/H,iPepper,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178077294W,2026-02-10,APEC
Data Scientist F/H,UNION TECHNOLOGIES INFORMATIQUE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177991516W,2026-02-10,APEC
DATA SCIENTIST F/H,INFORCA S.A.M,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177993395W,2026-02-10,APEC
Data Scientist F/H,D3S,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177736742W,2026-02-10,APEC
Data Scientist F/H,Consort Group,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177964629W,2026-02-10,APEC
Data Scientist F/H,PMU,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177936381W,2026-02-10,APEC
Data Scientist F/H,KLANIK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178095720W,2026-02-10,APEC
Data Scientist F/H,MICHAEL PAGE INTERNATIONAL FRANCE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178024651W,2026-02-10,APEC
Data Scientist F/H,DEEPTECH SERVICES,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178034596W,2026-02-10,APEC
data scientist/ data manager F/H,ALTEN,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178066877W,2026-02-10,APEC
LEAD DATA SCIENTIST F/H,Expectra,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177985930W,2026-02-10,APEC
Data Scientist (CFE) F/H,OXO-TEAM,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177703066W,2026-02-10,APEC
Data Scientist Senior F/H,ACTIVUS GROUP,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178105836W,2026-02-10,APEC
Data Scientist F/H,MINISTERE DE L' INTERIEUR ET DES OUTRE-MER,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177763241W,2026-02-10,APEC
DATA SCIENTIST - F/H,Banque de France,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177994180W,2026-02-10,APEC
Data Scientist F/H,NEXTON,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178075351W,2026-02-10,APEC
Data Scientist F/H,Siège de l'AP-HP,101887,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178025657W,2026-02-10,APEC
Data Scientist - Confirmé F/H,Act Digital France,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178024774W,2026-02-10,APEC
Data Scientist F/H,Capgemini Engineering France,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178068971W,2026-02-10,APEC
DATA ANALYST/SCIENTIST F/H,LINEUP7,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177956710W,2026-02-10,APEC
Data Scientist Expérimenté F/H,RANDSTAD DIGITAL FRANCE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177986511W,2026-02-10,APEC
Data Scientist F/H,OLVEA,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177962535W,2026-02-10,APEC
DATA SCIENTIST F/H,Groupe ADP - Aéroport de Paris,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178021676W,2026-02-10,APEC
Data Scientist F/H,GROUPE ATLANTIC SYNERGY - Société en Nom Collectif,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178076198W,2026-02-10,APEC
Lead Data scientist F/H,RESEAU DES RECRUTEURS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178067504W,2026-02-10,APEC
Consultant Data Scientist F/H,HEADMIND PARTNERS AI,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177984788W,2026-02-10,APEC
Product Manager Data Scientist F/H,Bluecoders,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178001516W,2026-02-10,APEC
Ingénieur Data Scientist F/H,BLOCKSI SAS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178069744W,2026-02-10,APEC
Lead Data Scientist F/H,RELX FRANCE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178073804W,2026-02-10,APEC
Data Scientist F/H,cadremploi,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178017855W,2026-02-10,APEC
Senior Data Scientist F/H,Air Liquide,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178032994W,2026-02-10,APEC
Data Scientist / Data Analyst – Comptabilité & Finance F/H,MANAGEMENT INFORMATIQUE & NOUVELLES TECHNOLOGIES CONSEIL,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178110914W,2026-02-10,APEC
Data Scientist full dataiku F/H,DATAMED RESEARCH,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177336894W,2026-02-10,APEC
Data Scientist R&D F/H,ALESSIA RH,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177979906W,2026-02-10,APEC
Data Scientist MLOPS F/H,RANDSTAD DIGITAL FRANCE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177933161W,2026-02-10,APEC
Data Scientist - Machine Learning Scientist F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177929894W,2026-02-10,APEC
Data scientist - F/H,cadremploi,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177997488W,2026-02-10,APEC
Data Scientist F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178061203W,2026-02-10,APEC
Data Scientist F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178079286W,2026-02-10,APEC
Data Scientist F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178030371W,2026-02-10,APEC
Data Scientist & Recherche Opérationnelle confirmé F/H,MP DATA,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177998466W,2026-02-10,APEC
Data Scientist - Madrid F/H,CARREVOLUTIS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178089281W,2026-02-10,APEC
DATA SCIENTIST SENIOR F/H,SCC France,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178006310W,2026-02-10,APEC
– Data Scientist - Madrid F/H,CARREVOLUTIS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178082038W,2026-02-10,APEC
DATA SCIENTIST CONFIRME F/H,CREDIT MUTUEL LEASING,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177979503W,2026-02-10,APEC
Lead Data Scientist F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178003621W,2026-02-10,APEC
Senior Data Scientist – Retail AI F/H,VUSION,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177999635W,2026-02-10,APEC
Data Scientist – (h/f)-JLA F/H,NEDSON,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178033478W,2026-02-10,APEC
Ingénieur RetD Data Scientist expérimenté F/H,IRT JULES VERNE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178084667W,2026-02-10,APEC
Consultant Data Scientist – Media F/H,Axys Consultants,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178076508W,2026-02-10,APEC
Data Scientist R&D F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177995418W,2026-02-10,APEC
Data Scientist - Analyse et Modèles Prédictifs - AMDS024 F/H,Aymen KHELIFI,597137,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178001184W,2026-02-10,APEC
Senior data scientist F/H,Welcome to the Jungle,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178065438W,2026-02-10,APEC
Data Scientist Senior – E-commerce Opération F/H,SKIILS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178090361W,2026-02-10,APEC
Consultant Data Scientist – Media F/H,Axys Consultants,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178076482W,2026-02-10,APEC
CP MOA Senior / Data Scientist F/H,VIBTIC,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178066575W,2026-02-10,APEC
Data Scientist IA Gen F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177972254W,2026-02-10,APEC
Data Scientist Confirmé – Python / Spark / Scala / Databricks F/H,INOVELYA,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178048824W,2026-02-10,APEC
Data Scientists IA F/H,LIPTON FIT,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178067145W,2026-02-10,APEC
Data Scientist IA / Deep Learning - Python - Confirmé F/H,Kaizen Solutions,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177986527W,2026-02-10,APEC
Senior Data Scientist - IA Générative F/H,DEVOTEAM,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177935940W,2026-02-10,APEC
Manager Data Scientist - Macroeconomic Modeling F/H,Welcome to the Jungle,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177953069W,2026-02-10,APEC
Data Scientist & Recherche Opérationnelle confirmé F/H,Welcome to the Jungle,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178080422W,2026-02-10,APEC
Data Scientist d'Expérience Minimum F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178096854W,2026-02-10,APEC
Data Scientist / Machine Learning Engineer Confirmé F/H,ONEY BANK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178073976W,2026-02-10,APEC
Data Scientist Bureau d'Etudes Support et Services F/H,Safran Aircraft Engines,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177956733W,2026-02-10,APEC
Ingénieur R&D Data Scientist Expérimenté F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178100838W,2026-02-10,APEC
Data Scientist Bureau d'Etudes Support et Services F/H,Engagement Jeunes,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177931008W,2026-02-10,APEC
Data Scientist Bureau d'Etudes Support et Services F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177929455W,2026-02-10,APEC
Consultant Senior/Manager - Lead Data Science & Data Scientist Senior F/H,Handicap-Job.com,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178080856W,2026-02-10,APEC
Ingénieur Data Scientist Confirmé - Industrie - le Plessis Robinson F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177927183W,2026-02-10,APEC
Product Manager Data Science F/H,Bluecoders,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178007217W,2026-02-10,APEC
Architecte Data F/H,MICHAEL PAGE INTERNATIONAL FRANCE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177982963W,2026-02-10,APEC
Talent Acquisition Specialist Data en alternance F/H,Capgemini,597137,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178048167W,2026-02-10,APEC
Chef de projet Data X/ F/H,ABYLSEN,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178067063W,2026-02-10,APEC
Lead data F/H,AMILTONE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178091391W,2026-02-10,APEC
Data officer - data factory F/H,EURO-INFORMATION DEVELOPPEMENTS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178074782W,2026-02-10,APEC
Data officer - data factory F/H,EURO-INFORMATION DEVELOPPEMENTS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178074781W,2026-02-10,APEC
Architecte Data F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177996800W,2026-02-10,APEC
Data Engineer F/H,ALTERSIS PARIS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177948038W,2026-02-10,APEC
CHARGE RECRUTEMENT IT F/H,IS CONSEIL(GROUPE VPEX),101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177948086W,2026-02-10,APEC
Product Owner IA F/H,WEVALUE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178090646W,2026-02-10,APEC
Ingénieur BIG DATA SENIOR - Femme/Homme F/H,CANDIDATE FIRST,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177966933W,2026-02-10,APEC
Tech Lead Machine Learning F/H,CDC Informatique,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177956872W,2026-02-10,APEC
Référent technique IA F/H,FAB GROUP,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177946936W,2026-02-10,APEC
Data engineer F/H,AMILTONE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178091372W,2026-02-10,APEC
Chef de Projet Data F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178079292W,2026-02-10,APEC
Chef de projet informatique - Domaine data engineering F/H,EURO-INFORMATION DEVELOPPEMENTS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178047000W,2026-02-10,APEC
Chef de projet Data - Optim. du coût de l'intérim F/H,LEYTON FRANCE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178092639W,2026-02-10,APEC
Ingénieur DataScientist F/H,TYFALI & BRO'S,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178105678W,2026-02-10,APEC
Tech Lead Data Science F/H,Safran Aircraft Engines,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178107234W,2026-02-10,APEC
Architecte technique du SID F/H,Caisse Nationale de l'Assurance Maladie,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177956884W,2026-02-10,APEC
Data engineer confirme F/H,Handicap-Job.com,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178024070W,2026-02-10,APEC
ML Engineer – Tri automatique des bennes de chantier F/H,Welcome to the Jungle,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178053551W,2026-02-10,APEC
Ingénieur Data Analyst Senior - Domaine Aéronautique F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178030888W,2026-02-10,APEC
Ingénieur Big Data Senior - Femme - Homme F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178061518W,2026-02-10,APEC
Tech Lead Data Engineer GCP - Paris F/H,Handicap-Job.com,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178024373W,2026-02-10,APEC
Ingénieur IA F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178029746W,2026-02-10,APEC
Ingénieur-e DataScientist - Statisticien-ne F/H,Safran Aircraft Engines,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178058264W,2026-02-10,APEC
Développeur Android confirmé (secteur santé) F/H,Externatic,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178035410W,2026-02-10,APEC
Chef.fe de projet « Lac de données » F/H,INA,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177933133W,2026-02-10,APEC
Responsable du service aide au pilotage F/H,SORBONNE UNIVERSITE,101887,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178091919W,2026-02-10,APEC
Ingénieur-e DataScientist - Statisticien-ne F/H,Aérocontact,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177982499W,2026-02-10,APEC
Manager cybersecurite & confiance numerique - F/H,Handicap-Job.com,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178024566W,2026-02-10,APEC
Data Architecte F/H,AMITA,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178049839W,2026-02-10,APEC
Data Engineer Expert F/H,STACKWAZE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178040153W,2026-02-10,APEC
Chef de projet DATA F/H,EPSYL,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177833933W,2026-02-10,APEC
Chef de projet Data F/H,KLANIK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178022525W,2026-02-10,APEC
Lead Data Engineer - HealthTech / IA F/H,Les Colettes Sourcing,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178107623W,2026-02-10,APEC
S.K un Architecte fonctionnel - Domaine Data F/H,ETHNOL CONSULTING,101887,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177985319W,2026-02-10,APEC
Data Steward F/H,SKIILS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178090419W,2026-02-10,APEC
Data Engineer @ groupe international - F/H,Externatic,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177963801W,2026-02-10,APEC
Tech Lead Data Engineer MLOps AWS F/H,Safran Aircraft Engines,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177992669W,2026-02-10,APEC
Data Engineer - Snowflake F/H,"ECONOCOM APPS, CLOUD & DATA",101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178082178W,2026-02-10,APEC
MLOps Engineer F/H,KPMG SA,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178083806W,2026-02-10,APEC
Data Engineer F/H,CONSTENCIA,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177886224W,2026-02-10,APEC
AI Scientist – Modèles Tabulaires F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177854060W,2026-02-10,APEC
Chef de projet Data Lake F/H,RANDSTAD DIGITAL FRANCE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178042009W,2026-02-10,APEC
Lead Data Engineer F/H,SKIILS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178090240W,2026-02-10,APEC
Lead Data Engineer F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178076802W,2026-02-10,APEC
Product Owner Data - IA F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178097596W,2026-02-10,APEC
