titre,entreprise,contrat,localisation,lien,date_scraping,source
Data Engineer Senior F/H,Norsys,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177977527W,2026-02-10,APEC
Gestionnaire de données F/H,LIZEO EUROPE,101887,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178074094W,2026-02-10,APEC
Ingénieur Data /BI F/H,DATA INSIGHT,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177682361W,2026-02-10,APEC
Ingénieur Data /BI F/H,DATA INSIGHT,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177464525W,2026-02-10,APEC
Consultant Data F/H,HEADMIND PARTNERS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178033564W,2026-02-10,APEC
Data Scienstist F/H,ENOVALIFE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177942210W,2026-02-10,APEC
Data Translation Manager - Finance et fonctions supports F/H,Carrefour,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178066744W,2026-02-10,APEC
Manager Data & IA F/H,FRANK CONSULTING SERVICES,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178028278W,2026-02-10,APEC
Data Engineer Snowflake F/H,SWORD FRANCE SAS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178091335W,2026-02-10,APEC
Chef.fe de Projets Data IA Industrie 4.0 F/H,ALFENE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177643393W,2026-02-10,APEC
Chef de Projet Data - BI F/H,Groupe Vilogia - Veuillez selectionner votre entité,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178074055W,2026-02-10,APEC
Data Engineer F/H,BS DIGITAL,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178076415W,2026-02-10,APEC
Sales Manager Data F/H,VISIBLE PATIENT LAB,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178093642W,2026-02-10,APEC
Product Owner Data F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177937865W,2026-02-10,APEC
Développeur Fullstack DevOps F/H,Safran Aircraft Engines,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177948053W,2026-02-10,APEC
Ingénieur Data F/H,Meteojob,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177959024W,2026-02-10,APEC
Data Architect Databricks F/H,DEVOTEAM,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177935942W,2026-02-10,APEC
Data Engineer - Niort F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178045370W,2026-02-10,APEC
Product Manager Data IA F/H,HELLOWORK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178008886W,2026-02-10,APEC
Data Engineer F/H,Siège de l'AP-HP,101887,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178025707W,2026-02-10,APEC
Data Ingénieur - Cloud & Big Data - ref NHA F/H,NEDSON,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178083956W,2026-02-10,APEC
Data Engineer - Expert Snowflake & DBT (/NB) F/H,Trimane,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178001990W,2026-02-10,APEC
Data Engineer  – Domaine de l’environnement - Toulouse F/H,CELAD-Toulouse,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178019019W,2026-02-10,APEC
Analytics Engineer F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178097003W,2026-02-10,APEC
Ingénieur Data F/H,Anne-Sophie Gayraud,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177965797W,2026-02-10,APEC
Machine Learning Engineer F/H,NEXTON,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177932520W,2026-02-10,APEC
Machine Learning Engineer F/H,NEXTON,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178105193W,2026-02-10,APEC
Expert Python software Engineer F/H,Carrefour,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178066735W,2026-02-10,APEC
Chef de Projet Data - Bi F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177989310W,2026-02-10,APEC
Data Engineer F/H,ZZ_Confidentiel,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178026890W,2026-02-10,APEC
Data Engineer F/H,fortil,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177998181W,2026-02-10,APEC
Chef de Projet IA / Data - ref TTH F/H,NEDSON,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177911690W,2026-02-10,APEC
Responsable Équipe R&D Data & IA F/H,Bureau des Talents,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178049043W,2026-02-10,APEC
Data Engineer F/H,PROBAYES,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178081195W,2026-02-10,APEC
Architecte Logiciel F/H,PROBAYES,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178081197W,2026-02-10,APEC
Chef de Projet IA Senior F/H,ETHNOL CONSULTING,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177954919W,2026-02-10,APEC
Chef de projet Data BI Sénior F/H,DEVOTEAM,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177935951W,2026-02-10,APEC
Data Engineer IA / MLOps F/H,URSSAF CAISSE NATIONALE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178000169W,2026-02-10,APEC
Data Architect F/H,PROBAYES,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178081214W,2026-02-10,APEC
Consultant(e) Data Science F/H,SIA PARTNERS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178074223W,2026-02-10,APEC
Ingénieur-re Data Back-End AWS F/H,Safran Aircraft Engines,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177993521W,2026-02-10,APEC
Data Engineer - Développeur Big Data Confirmé F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178061650W,2026-02-10,APEC
Ingénieur Devops (GPU) F/H,REDOPUS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178081804W,2026-02-10,APEC
Développeur FullStack (Python - React) F/H,D3S,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178033943W,2026-02-10,APEC
"Analyste développeur - Domaine data, administration SAP BO F/H",EURO-INFORMATION DEVELOPPEMENTS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178104460W,2026-02-10,APEC
Chef de projet IA F/H,KLANIK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178022530W,2026-02-10,APEC
Directeur Technique et Avant Vente F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178010433W,2026-02-10,APEC
Chef de Projet Technico-Fonctionnel Fiscalité - Afrique F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177895600W,2026-02-10,APEC
Senior Fullstack Engineer F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177985447W,2026-02-10,APEC
Marketing Manager Senior F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177805812W,2026-02-10,APEC
Ingénieur Développeur Logiciel Python (Grenoble) F/H,PROBAYES,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178081187W,2026-02-10,APEC
Ingénieur Développeur Logiciel Python (Paris) F/H,PROBAYES,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178081191W,2026-02-10,APEC
Senior Data Analyst Power BI / Business Analyst Data F/H,DEVOTEAM,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177935944W,2026-02-10,APEC
Data Analyst - F/H,Malakoff Humanis,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178105345W,2026-02-10,APEC
Data Analyst (Automatisation & Solutions Digitales) F/H,Volvo Group,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178069263W,2026-02-10,APEC
Développeur Senior Typescript F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178035272W,2026-02-10,APEC
Business Intelligence Developer F/H,PERFHOMME,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177967831W,2026-02-10,APEC
Project Manager IA – Lead Automation & Use-Case Delivery F/H,FINEGAN LUXEMBOURG,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178058330W,2026-02-10,APEC
VP Tech / Plateformes digitales à fort trafic F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177939148W,2026-02-10,APEC
CP AMOA SENIOR F/H,Soors,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178075653W,2026-02-10,APEC
Lead Software Engineer F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177998047W,2026-02-10,APEC
Head of Finance F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178033576W,2026-02-10,APEC
Consultant Data et BI F/H,AKKODIS FRANCE SAS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177962459W,2026-02-10,APEC
Consultant Data et BI F/H,AKKODIS FRANCE SAS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177799288W,2026-02-10,APEC
Account Executive (SaaS B2B LegalTech) F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177918721W,2026-02-10,APEC
"Ingénieur logiciel senior Python embarqué (Jetson, GStreamer) F/H",BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177805795W,2026-02-10,APEC
Senior Software Engineer Golang / React F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178059468W,2026-02-10,APEC
Executive Sales Representative F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177950067W,2026-02-10,APEC
Account Executive Industrie & Énergie F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178059004W,2026-02-10,APEC
Data Engineer F/H,JCDecaux,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177965117W,2026-02-10,APEC
Responsable développement d'un centre formation IA F/H,AGORIADE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178067914W,2026-02-10,APEC
Ingénieur Data Science - Analyse causale & systèmes complexes F/H,Externatic,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178095595W,2026-02-10,APEC
Consultant Senior Performance & Analytics F/H,Axys Consultants,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178049038W,2026-02-10,APEC
Developpeur IA / Génération IA - Java & Python F/H,Capgemini,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177987785W,2026-02-10,APEC
Responsable Données & IA F/H,Talents IT,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178007907W,2026-02-10,APEC
DATABASE ARCHITECT – IDF F/H,EASY PARTNER,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178049146W,2026-02-10,APEC
Développeur IA F/H,KLANIK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178077339W,2026-02-10,APEC
Ingénieur Qualité Produits Finis F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178109943W,2026-02-10,APEC
Chef de projet IA Senior F/H,KLANIK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178052254W,2026-02-10,APEC
Responsable Data & IA F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178062553W,2026-02-10,APEC
Ingénieur Data Expérimenté F/H,RANDSTAD DIGITAL FRANCE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177986559W,2026-02-10,APEC
Business Developer - Solutions Industrielles - Télétravail total F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177918746W,2026-02-10,APEC
Engineering Manager F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177985419W,2026-02-10,APEC
Key Account Manager FinTech F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178010431W,2026-02-10,APEC
Responsable des Achats F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177985402W,2026-02-10,APEC
Lead SecOps F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178010703W,2026-02-10,APEC
Business Development Representative (LegalTech) F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177950132W,2026-02-10,APEC
Sales Manager (SaaS B2B) - Italien Courant F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177923681W,2026-02-10,APEC
Développeur Python – DeepTech SaaS F/H,Externatic,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177967694W,2026-02-10,APEC
Responsable Données & IA F/H,Meteojob,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178011957W,2026-02-10,APEC
Responsable Données & IA F/H,cadremploi,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178017838W,2026-02-10,APEC
Administrateur Systèmes & Observabilité – Linux / Scripts F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177967911W,2026-02-10,APEC
Commercial F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177985530W,2026-02-10,APEC
Manager - Stratégie et modèle d'entreprise F/H,Capgemini,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178032250W,2026-02-10,APEC
Responsable Applicatif F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177962613W,2026-02-10,APEC
Ingénieur Avant Vente / Architecte Solution Cloud & Infrastructures F/H,BLUETHINK,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177873872W,2026-02-10,APEC
Développeur Java / Python F/H,Externatic,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178095590W,2026-02-10,APEC
Data Engineer F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177971595W,2026-02-10,APEC
Ingénieur AI / ML - ref NHA F/H,NEDSON,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178083814W,2026-02-10,APEC
Lead Back-End Python F/H,SILKHOM,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177931677W,2026-02-10,APEC
Machine Learning Engineer - Confirmé F/H,MATMUT,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177948505W,2026-02-10,APEC
Machine Learning Engineer - Confirmé F/H,MATMUT,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177948461W,2026-02-10,APEC
Développeur senior Golang et Kubernetes F/H,PLATEFORME DES DONNEES DE SANTE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177803788W,2026-02-10,APEC
Scientist en Développement Procédé Upstream - SANOFI - R2839015 F/H,SUPPLAY LOGNES TC,101889,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178025826W,2026-02-10,APEC
Spécialiste talents (3+ ans) — Outbound IT (Données/IA) — Selego F/H,SELEGO,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178056384W,2026-02-10,APEC
Ingénieur Data Science - Analyse Causale & Systèmes Complexes F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177959579W,2026-02-10,APEC
Data Engineer - Aerospatial - Toulouse F/H,Handicap-Job.com,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178024260W,2026-02-10,APEC
Tech Lead DevOps - F/H,Seyos,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177910999W,2026-02-10,APEC
Tech Lead DevOps - F/H,Seyos,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177998749W,2026-02-10,APEC
Développeur Python - Deeptech Saas F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177982064W,2026-02-10,APEC
Chef de Projet Implementation F/H,MY PEPIT RECRUTEMENT,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178055430W,2026-02-10,APEC
Ingénieur MLOps - ref NHA F/H,NEDSON,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178083902W,2026-02-10,APEC
Ingénieur DevOps Gpu F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178100843W,2026-02-10,APEC
Tech Lead Simulation & 3D Engineering F/H,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177985185W,2026-02-10,APEC
Développeur Java - Python F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177959446W,2026-02-10,APEC
Tech Lead DevOps F/H,Seyos,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177998750W,2026-02-10,APEC
automatisation des architectures TI F/H,CARREVOLUTIS,597137,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177991504W,2026-02-10,APEC
Developpeur IA / Génération IA - Java & Python F/H,Capgemini,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178018278W,2026-02-10,APEC
Médecin Dim F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177959164W,2026-02-10,APEC
Architecte Base de Données - CDI F/H,X-FAB FRANCE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178091490W,2026-02-10,APEC
Adjoint au chef du pôle soutien et sécurisation numériques F/H,MINISTERE DE L'INTERIEUR,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178084548W,2026-02-10,APEC
Platform Tech Leader IT Data F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177951960W,2026-02-10,APEC
CDD - Chef de projet IA et valorisation des données non structurées - F/H,URSSAF CAISSE NATIONALE,101887,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178068220W,2026-02-10,APEC
Tech lead JAVA /fullstack - F/H,Handicap-Job.com,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178103069W,2026-02-10,APEC
Account Manager F/H,BETOMORROW,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177931909W,2026-02-10,APEC
"Développeur Python, C#, React F/H",Batiactu,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177961008W,2026-02-10,APEC
INGENIEUR DEVOPS PLATEFORME IA F/H,INFORMATIS TECHNOLOGY SYSTM,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178007084W,2026-02-10,APEC
Chercheur en Intelligence Artificielle - AI Agent F/H,Orange SA,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178076594W,2026-02-10,APEC
Team Lead IA - F/H,Atos,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178034642W,2026-02-10,APEC
IA Engineer F/H,Welcome to the Jungle,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178080432W,2026-02-10,APEC
Développeur Fullstack React - Python Senior F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178003750W,2026-02-10,APEC
Actuaire - Assurance non-vie Automobile ) F/H,ACM GIE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178057334W,2026-02-10,APEC
Contrôleur(euse) de Gestion - Analyste financier F/H,ACM GIE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178090334W,2026-02-10,APEC
Contrôleur(euse) de Gestion - Analyste financier F/H,ACM GIE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178090335W,2026-02-10,APEC
RESPONSABLE DES SYSTEMES INFORMATIQUES (LEAD TECH) F/H,BIBLIOTHEQUES SANS FRONTIERES,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178006669W,2026-02-10,APEC
Chargé de mission F/H,SYND SELECTION AVICOLES AQUACOL FRANCAIS,101887,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178008826W,2026-02-10,APEC
Chargé de développement pédagogique en santé numérique F/H,Université de Bordeaux,101887,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178033987W,2026-02-10,APEC
Développeur senior Infrastructure As Code et Kubernetes F/H,PLATEFORME DES DONNEES DE SANTE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178048662W,2026-02-10,APEC
Ingénieur·e R&D qualité produit F/H,SCIENCE ME UP,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178050451W,2026-02-10,APEC
MACHINE LEARNING ENGINEER F/H,CDISCOUNT,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177993507W,2026-02-10,APEC
Consultant/Consultante Manager - People Strategy F/H,Capgemini,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178066983W,2026-02-10,APEC
Consultant/Consultante Manager Digital Finance F/H,Capgemini,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178095513W,2026-02-10,APEC
Team Lead IA - F/H,Handicap-Job.com,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178054283W,2026-02-10,APEC
Poitiers - Développeur Full Stack F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178071307W,2026-02-10,APEC
Responsable des Offres IA F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178061675W,2026-02-10,APEC
Consultant/Consultante Manager - Digital Workplace F/H,Capgemini,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178095510W,2026-02-10,APEC
Product Manager/PO F/H,Kelvya,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177946241W,2026-02-10,APEC
Chargé de Recrutement F/H,Hellowork,101887,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178071161W,2026-02-10,APEC
Chargé d'Etudes Actuarielles F/H,Hellowork,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177938084W,2026-02-10,APEC
Secrétaire général de l'ENSAI F/H,GROUPE DES ECOLES NATIONALES D ECONOMIE ET STATISTIQUE,101888,France,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177816398W,2026-02-10,APEC
